"EDMO record id","Name","Native name", "Abbreviation", "Address", "Address 2", "Zipcode", "City", "State", "Country", "Email", "Phone", "Fax", "Website", "URL", "Latitude", "Longitude"
"5466","Estonian Transport Administration","Transpordiamet"," ","Valge 4"," ","11413","Tallinn"," ","Estonia","info@transpordiamet.ee","+372 620 1200"," ","https://transpordiamet.ee/","https://edmo.seadatanet.org/report/5466","59.4367","24.7998"
"3682","Estonian Environmental board","Keskkonnaamet"," ","Roheline 64, 80010 P�rnu"," "," ","Tallinn"," ","Estonia"," "," "," ","https://www.keskkonnaamet.ee/en","https://edmo.seadatanet.org/report/3682","58.4049","24.4972"
"4844","Keep the Estonian Sea Tidy Association","MT� Hoia Eesti Merd"," ","Pirita tee 17, Tallinn 11911"," ","11911","Tallinn"," ","Estonia","press@datanet.ee","+372 5176019"," ","http://hem.ee/","https://edmo.seadatanet.org/report/4844","59.4655","24.83"
"713","Department of Marine Systems at Tallinn University of Technology","TT� Meres�steemide Instituut"," ","MSI, Akadeemia tee 15a"," ","12618","Tallinn"," ","Estonia","msi@msi.ttu.ee","+372 6204300"," ","https://www.taltech.ee/meresusteemide-instituut","https://edmo.seadatanet.org/report/713","59.3971","24.6627"
"714","Estonian Marine Institute","Eesti Mereinstituut"," ","M�ealuse 14"," ","12618","Tallinn"," ","Estonia","meri@sea.ee","+372 6 718 901","+372 6 718 900","http://www.sea.ee","https://edmo.seadatanet.org/report/714","59.3985","24.6483"
"279","CSIC, Institute of Marine Research","CSIC, Instituto de Investigaciones Marinas","CSIC-IIM","Eduardo Cabello, 6"," ","36208","Vigo (Pontevedra)"," ","Spain","webmaster@iim.csic.es","+34 986231930","+34 986292762","http://www.iim.csic.es","https://edmo.seadatanet.org/report/279","42.2263","-8.75268"
"280","CSIC, Institute of Marine Sciences","CSIC, Institut de Ciencias del Mar","CSIC-ICM","Paseo Mar�timo de la Barceloneta, 37-49"," ","08003","Barcelona"," ","Spain","secredir@icm.csic.es","+34 932 309500","+34 932 309555","http://www.icm.csic.es","https://edmo.seadatanet.org/report/280","41.3856","2.1968"
"298","IEO-CSIC, Oceanographic Centre of Canary Island","IEO-CSIC, Centro Oceanogr�fico de Canarias","IEO-CSIC","c/ La Farola del Mar 22, D�rsena Pesquera"," ","38180","S. C. Tenerife","Canary Islands","Spain","ieo.canarias@ieo.csic.es","+34 922 549 400","+34 922 549 554","http://www.ieo.es/canarias","https://edmo.seadatanet.org/report/298","28.5043","-16.1932"
"310","Geological Survey of Spain","Instituto Geol�gico y Minero de Espa�a","IGME","C/Rios Rosas 23"," ","28003","Madrid"," ","Spain","igme@igme.es","+34 913 495700","+34 914 426216","http://www.igme.es","https://edmo.seadatanet.org/report/310","40.442","-3.70005"
"334","Baleares Islands University. Environmental Biology Department. ","Universidad de la Islas Baleares, Departamento de Biologia Ambiental ","UIB","Fac. de Ciencias. U. de BalearesEdificio Guillem ColomCarretera de Valldemossa Km 7.5"," ","07122","Palma de Mallorca","Balearic Islands","Spain"," ","+34 971173000","+34 971173184","https://www.uib.cat/lauib/Estructura/Departaments/dba/","https://edmo.seadatanet.org/report/334","39.6","2.71"
"344","Complutense University of Madrid. Department of Zoology and physical Anthropology","Universidad Complutense de Madrid, Departamento de Zoologia y Antropologia fisica ","UCM","Facultad de Ciencias BiologicasC/ Jos� Antonio Novais, 2Ciudad Universitaria"," ","28040","Madrid"," ","Spain","dp068@ucm.es","+34 91 394 4951","+34 91 394 4947","http://www.ucm.es/info/zoo/","https://edmo.seadatanet.org/report/344","40.3","-3.4"
"353","IEO-CSIC, Spanish Oceanographic Institute","IEO-CSIC, Instituto Espanol de Oceanografia","IEO-CSIC","Corazon de Maria, 8"," ","28002","MADRID"," ","Spain","cedo@ieo.csic.es","+34 91 342 11 00","+34 91 597 47 70","http://www.ieo.es","https://edmo.seadatanet.org/report/353","40.4402","-3.6709"
"957","Mediterranean Institute for Advanced Studies","Instituto Mediterr�neo de Estudios Avanzados","IMEDEA-UIB-CSIC","C/ Miquel Marqu�s, 21"," ","07190","Esporles (Mallorca)"," ","Spain"," ","+34 971 61 17 14","+34 971 61 17 61","http://imedea.uib-csic.es/?lang=en","https://edmo.seadatanet.org/report/957","39.5765","2.65731"
"1391","Royal Institute and Observatory of Navy","Real Instituto y Observatorio de la Armada","ROA","Real Instituto y Observatorio de la Armada en San FernandoCecilio Pujaz�n s/n "," ","E-11110","San Fernando (C�diz)"," ","Spain","webmaster@roa.es","+34 956 545 590","+34 956 599 366"," ","https://edmo.seadatanet.org/report/1391","36.4641","-6.20047"
"1392","Barcelona University., Department of Stratigraphy, Paleontology and Marine Geosciences","Universidad de Barcelona, Departamento de Estratigrafia, Paleontolog�a Y Geociencias Marinas","UB","Facultad de GeologiaC/ Marti i Franques, s/n"," ","08028","Barcelona"," ","Spain","dept-estratigrafia@ub.edu","+34 934 021 384","+34 934 021 340"," ","https://edmo.seadatanet.org/report/1392","41.3836","2.11901"
"1393","CSIC, Centre for Advanced Studies of Blanes","CSIC, Centro de Estudios Avanzados de Blanes","CSIC-CEAB","c/ Acc�s a la Cala St. Francesc, 14"," ","17300","Blanes (Girona)"," ","Spain"," ","+34 972 336101","+34 972 337806","http://www.ceab.csic.es/","https://edmo.seadatanet.org/report/1393","41.6833","2.68333"
"1394","University of Cadiz. Faculty of Marine and Environmental Science","Universidad de Cadiz, Facultad de Ciencias del Mar y Ambientales","UCA","Avda. Rep�blica Saharaui s/n. Apdo 40 "," ","11510","Puerto Real (C�diz)","Andalusia","Spain"," ","+34 956 01 6000"," ","http://www2.uca.es/facultad/ciencias_mar/","https://edmo.seadatanet.org/report/1394","36.5301","-6.21185"
"1395","Malaga University. Applied Physics departament II","Universidad de Malaga. Departamento de Fisica Aplicada II","UMA","Escuela Tecnica Superior de Ingenieros de Telecomunicaciones. Departamento de Fisica Aplicada IIComplejo Tecnol�gico-Campus Teatinos "," ","29071","Malaga"," ","Spain","secteleco@uma.es","+34 952 132413/27 78","+34 952 13 24 16","https://www.uma.es/?set_language=en","https://edmo.seadatanet.org/report/1395","36.7177","-4.4706"
"1396","UGR-CSIC, Andalusian Earth Sciences Institute","UGR-CSIC, Instituto Andaluz de Ciencias de la Tierra","IACT-UGR-CSIC","Avda. de las Palmeras, 4"," ","18100","Armilla (Granada)"," ","Spain"," ","+34 958 23 00 00","+34 958 55 26 20","http://www.iact.ugr-csic.es/web_eng/index.html","https://edmo.seadatanet.org/report/1396","37.1799","-3.60985"
"1401","IEO-CSIC, Santander Oceanographic Centre","IEO-CSIC, Centro Oceanografico de Santander","IEO-CSIC","Promontorio San Martin, s/n"," ","39004","Santander"," ","Spain","ieosantander@ieo.csic.es","+34 942 291 716","+34 942 275 072","http://www.ieo.es/santander","https://edmo.seadatanet.org/report/1401","43.4636","-3.78286"
"1403","IEO-CSIC, A Coruna Oceanographic Centre","IEO-CSIC, Centro Oceanografico de A Coruna","IEO-CSIC","Paseo Mar�timo Alcalde Francisco V�zquez, 10"," ","15001","A Coruna"," ","Spain","ieo.coruna@ieo.csic.es","+34 981 218 151","+34 981 229 077","http://www.ieo.es/coruna","https://edmo.seadatanet.org/report/1403","43.37","-8.38841"
"1404","IEO-CSIC, Vigo Oceanographic Centre","IEO-CSIC, Centro Oceanografico de Vigo","IEO-CSIC","Subida a Radio Faro 50-52"," ","36390","Vigo"," ","Spain","ieo.vigo@ieo.csic.es","+34 986 492 111","+34 986 498 626","http://www.ieo.es/vigo","https://edmo.seadatanet.org/report/1404","42.1841","-8.81309"
"1405","IEO-CSIC, Malaga Oceanographic Centre","IEO-CSIC ,Centro Oceanografico de Malaga","IEO-CSIC","Explanada de S. Andres (muelle 9)Puerto de Malaga "," ","29002","Malaga"," ","Spain","ieomalaga@ieo.csic.es","+34 952 197 124","+34 952 463 808","http://www.ieo.es/malaga","https://edmo.seadatanet.org/report/1405","36.7074","-4.42719"
"1406","IEO-CSIC, Cadiz Oceanographic Centre","IEO-CSIC, Centro Oceanografico de Cadiz","IEO-CSIC","Muelle de Levante (Puerto Pesquero)Apdo. 2609"," ","11106","Puerto Real (Cadiz)"," ","Spain","contacto.cadiz@ieo.csic.es","+34 956 294 189","+34 956 294 232","http://www.ieo.es/cadiz","https://edmo.seadatanet.org/report/1406","36.5282","-6.28525"
"1407","IEO-CSIC,  Murcia Oceanographic Centre","IEO-CSIC, Centro Oceanografico de Murcia","IEO-CSIC","c/ Varadero 1"," ","30740","San Pedro del Pinatar (Murcia)"," ","Spain","comurcia@ieo.csic.es","+34 968 180 500","+34 968 184 441","http://www.ieo.es/murcia","https://edmo.seadatanet.org/report/1407","37.8139","-0.787958"
"1409","IEO-CSIC, Balearic Islands Oceanographic Centre","IEO-CSIC, Centro Oceanografico de Baleares","IEO-CSIC","Muelle de Poniente, s/nApdo. 291"," ","07015","Palma de Mallorca (Baleares)"," ","Spain","cob@ieo.csic.es","+34 971 133 720","+34 971 404 945","http://www.ieo.es/baleares","https://edmo.seadatanet.org/report/1409","39.5526","2.62438"
"2803","Directorate for Coast and Sea Sustainability. Ministry for Ecological Transition","Direcci�n General de Sostenibilidad de la Costa y del Mar. Ministerio para la Transicion Ecologica","MTE-DGSCM","Plaza San Juan de la Cruz s/n "," ","28071","Madrid"," ","Spain","buzon-dgc@mapama.es","+34 91 597 63 44","+34 91 597 59 07","https://www.miteco.gob.es/es/costas/temas/default.aspx","https://edmo.seadatanet.org/report/2803","40.4355","-3.6856"
"2822","Spanish Society for the Study of the fixed Comunication through the Strait of Gibratal,","Sociedad Espa�ola de Estudios para la Comunicaci�n fija  a trav�s del Estrecho de Gibraltar, S.A","SECEGSA","Orense, 68 - Planta 12"," ","28020","Madrid"," ","Spain","correo@secegsa.com","91 572 00 88","91 579 60 86","http://www.secegsa.gob.es","https://edmo.seadatanet.org/report/2822","40.4617","-3.69361"
"3410","Balearic Islands Coastal Observing and Forecasting System","Sistema de Observaci�n y Predicci�n Costero de las Islas Baleares","SOCIB","ParcBit, Edificio Naorte, planta 2, puerta 3"," ","07121","Palma de Mallorca","Balearic Islands","Spain","info@socib.es","34 971 439 998","34 971 439 979","http://www.socib.es","https://edmo.seadatanet.org/report/3410","39.6358","2.6319"
"3497","Oceanic Platform of the Canary Islands","Plataforma Oce�nica de Canarias","PLOCAN","Crta. de Taliarte"," ","35200","Telde","Gran Canaria","Spain"," ","(+34) 928 132 384"," ","https://www.plocan.eu/index.php/es","https://edmo.seadatanet.org/report/3497","27.9985","-15.4168"
"1461","Hydrographic Institute of the Navy","Instituto Hidrografico de la Marina","IHM","Plaza San Severiano, 3"," ","11007","C�diz"," ","Spain","ihmesp@fn.mde.es","+34 956 595500","+34956 258548","http://www.armada.mde.es/ihm/","https://edmo.seadatanet.org/report/1461","36.5214","-6.27973"
"1623","AZTI, Headquarters Pasaia(Gipuzkoa)","AZTI, Sede Pasaia(Gipuzkoa) ","AZTI","Herrera Kaia, Portualdea z/g"," ","20110","Pasaia (Gipuzkoa)"," ","Spain","info@azti.es","34 946 574 000","34 946 572 555","http://www.azti.es","https://edmo.seadatanet.org/report/1623","43.31","-1.91"
"2116","Ministry of the Environment and Rural and Marine Environs, General Secretariat of the Sea","Ministerio de Medioambiente, Rural y Marino, Secretaria General del Mar"," ","P�. Infanta Isabel 1"," ","28071","Madrid"," ","Spain"," ","+34 915 976 577","+34 915 975 981","http://www.marm.es","https://edmo.seadatanet.org/report/2116","40.41","-3.7"
"2142","Geological Survey of Spain. Geoscientific Researh and Propective Departement.","Instituto Geologico Y Minero De Espa�a, Departamento de Investigacion y Prospectiva Geocientifica  ","IGME","C/ R�os Rosas, 23"," ","28003","Madrid"," ","Spain","igme@igme.es","+ 34 91 349 5700","+ 34 91 442 6216"," ","https://edmo.seadatanet.org/report/2142","40.442","-3.70005"
"2150","Polytechnic University of Catalonia","Universitat Politecnica de Catalunya","UPC","Carrer de Jordi Girona, 31, 08034 Barcelona"," ","08034","Barcelona"," ","Spain","info@upc.edu"," "," ","https://www.upc.edu/en?set_language=en","https://edmo.seadatanet.org/report/2150","41.3893","2.1157"
"2156","Geological Survey of Spain, Geophysics and Geology Department","Instituto Geologico Y Minero De Espa�a, Departamento de Geolog�a y Geof�sica  ","IGME","C/ Rio Rosas,23"," ","28003","Madrid"," ","Spain","igme@igme.es","+34 913 495 700","+34 914 426 216","http://www.igme.es","https://edmo.seadatanet.org/report/2156","40.442","-3.70005"
"2157","Institute of Marine Sciences, Mediterranean Marine and Environmental Research Centre, Department of Marine Science","Instituto de Ciencias del Mar, Centro Mediterr�neo de Investigaciones Marinas y Ambientales, Departemento de Ciencias Marinas","CSIC-ICM-CMIMA","Paseo Mar�timo de la Barceloneta, 37-49"," ","08003","Barcelona"," ","Spain"," ","+34 932 309500","+34 932 309555","http://www.icm.csic.es","https://edmo.seadatanet.org/report/2157","41.3852","2.196"
"2158","Politechical Univiersity of Cataluna, Barcelona Nautical College","Universidad Politecnica De Catalu�a, Facultad De Nautica de Barcelona ","UPV","Pla del Palau, 18"," ","08003","Barcelona"," ","Spain"," ","0034 93.401.79.36","0034 93.401.79.10"," ","https://edmo.seadatanet.org/report/2158","41.38","2.18"
"2161","Oviedo University","Universidad de Oviedo","UNIOVI","Calle Principado, 3."," ","33003","Oviedo"," ","Spain","coie@rectorado.uniovi.es"," ","0034 985103933","http://www.uniovi.es","https://edmo.seadatanet.org/report/2161","43.21","-5.5"
"2163","University of Vigo","Universidad de Vigo","UVIGO","Campus Universitario 36310"," ","36310","Vigo (Pontevedra)"," ","Spain","informacion@uvigo.es","+34 986 812 000"," ","https://www.uvigo.gal/","https://edmo.seadatanet.org/report/2163","42.2042","-8.69645"
"2172","Barcelona University","Universidad de Barcelona ","UB","Gran Via de les Corts Catalanes, 585"," ","08007","Barcelona"," ","Spain"," ","0034 934 035 417"," ","https://www.ub.edu/web/ub/ca//","https://edmo.seadatanet.org/report/2172","41.38","2.15"
"2489","CSIC, Marine Technology Unit","CSIC, Unidad de Tecnologia Marina","CSIC-UTM","Paseo Maritimo de la Barceloneta, 37-49"," ","08003","Barcelona"," ","Spain","info@utm.csic.es","+34 932 309500","+34 932 309555","http://www.utm.csic.es/","https://edmo.seadatanet.org/report/2489","41.3851","2.196"
"5139","Asociaci�n Vertidos Cero"," "," ","Av. de Castilla y Le�n, 45"," ","28702","San Sebasti�n de los Reyes"," ","Spain","info@vertidoscero.com"," "," ","http://www.vertidoscero.com","https://edmo.seadatanet.org/report/5139","40.5596","-3.6355"
"5801","Catalan Institute of Research for the Governance of the Sea","Institut Catala de Recerca per a la Governanca del Mar","ICATMAR","Passeig Maritim de la Barceloneta 37-49"," ","08003","Barcelona"," ","Spain","info@icatmar.cat","+34 932 309500","+34 932 309555","https://icatmar.cat/","https://edmo.seadatanet.org/report/5801","41.3852","2.196"
"4841","Technological Institute for the Control of the Marine Environment of Galicia","Instituto Tecnol�xico para o Control do Medio Mari�o de Galicia","INTECMAR","Peirao de Vilaxo�n, s/n"," ","36611","Pontevedra","Galicia","Spain","intecmar@intecmar.gal","986512320/22","986512300","http://www.intecmar.gal","https://edmo.seadatanet.org/report/4841","42.5913","-8.7875"
"4849","Ministry for the Ecological Transition and the Demographic Challenge - Directorate General of the Coast and the Sea - Deputy Directorate General for the Protection of the Sea","Ministerio para la Transici�n Ecol�gica y el Reto Demogr�fico - Direcci�n General de la Costa y el Mar - Subdirecci�n General para la Protecci�n del Mar","MITECO","Plaza San Juan de la Cruz, 10"," ","28071","Madrid"," ","Spain","buzon-proteccionmar@miteco.es","+34 91 597 60 42"," ","https://www.miteco.gob.es/es/costas/temas/default.aspx","https://edmo.seadatanet.org/report/4849","40.4087","-3.6906"
"4719","Civil Tech Oy Ab","Civil Tech Oy Ab"," ","Linnankatu 93"," ","FI-20100","Turku"," ","Finland","frank.eriksson@civiltech.fi","+358 (0)40 827 5460"," ","https://www.civiltech.fi/","https://edmo.seadatanet.org/report/4719","60.4354","22.2199"
"4720","Finnish Transport Agency","Liikennevirasto","FTA","P.O. Box 33"," ","FI-00521","Helsinki"," ","Finland","kirjaamo@fta.fi","+358 295 34 3000","+358 206 37 37 00","https://vayla.fi/web/en","https://edmo.seadatanet.org/report/4720","60.1985","24.9355"
"4722","Oy Mapteam Ab","Oy Mapteam Ab"," ","Myll�rinkatu 21 B"," ","FI-65100","Vaasa"," ","Finland","mapteam@mapteam.fi","+358 (0)63 12 14 75","+358 (0)63 12 14 65","https://www.mapteam.fi/","https://edmo.seadatanet.org/report/4722","63.0931","21.6484"
"4723","Meritaito Oy","Meritaito Oy"," ","PL 111"," ","FI-00181","Helsinki"," ","Finland","info@meritaito.fi","+358 (0)20 70 30 300"," ","https://www.meritaito.fi","https://edmo.seadatanet.org/report/4723","60.1644","24.9094"
"4724","Terramare OY","Terramare OY"," ","Laurinm�enkuja 3 A"," ","FI-00441","Helsinki"," ","Finland","terramare@boskalis.com","+358 9 613 621","+358 9 6136 2700","https://terramare.boskalis.com","https://edmo.seadatanet.org/report/4724","60.2334","24.8836"
"4876","Keep the Archipelago Tidy Association","Pid� Saaristo Siistin�"," "," "," ","20100","Turku"," ","Finland","roope@pssry.fi","02 274 5500"," ","https://www.pidasaaristosiistina.fi/","https://edmo.seadatanet.org/report/4876","60.2555","22.1027"
"1544","Geological Survey of Finland"," "," ","Vuorimiehentie 5P.O. Box 96"," ","02150","Espoo"," ","Finland","gtk@gtk.fi","(+358) 20 550 11","(+358) 20 550 12","http://www.gtk.fi","https://edmo.seadatanet.org/report/1544","60.1828","24.8281"
"1720","Finnish Maritime Administration ","Merenkulkulaitos","FMA","PO Box 171(Porkkalankatu 5)"," ","00181","Helsinki"," ","Finland","kirjaamo@fma.fi","+358 204 481"," "," ","https://edmo.seadatanet.org/report/1720"," "," "
"1725","Finnish Meteorological Institute","Ilmatieteen laitos / Meteorologiska Insitutet","FMI","Erik Palmenin aukioP.O. Box 503"," ","FI-00101","Helsinki"," ","Finland"," ","+358295391000","+35893231025","https://en.ilmatieteenlaitos.fi/home","https://edmo.seadatanet.org/report/1725","60.2037","24.9618"
"628","Finnish Institute of Marine Research ","Merentutkimuslaitos / Havsforskningsinstitutet","FIMR","Erik Palm�nin aukio 1P.O.Box 2"," ","00561","Helsinki"," ","Finland"," ","+358 9 613 941","+358 9 323 2970","http://www.fimr.fi/en/en_GB/en/","https://edmo.seadatanet.org/report/628"," "," "
"1104","Finnish Environment Institute","Suomen ymparistokeskus","SYKE","Latokartanonkaari 11"," ","00790","Helsinki"," ","Finland"," ","+358295 251 000","+358954902190","https://www.syke.fi/en-US","https://edmo.seadatanet.org/report/1104","60.2297","25.0176"
"5425","Mitta Oy","Mitta Oy"," ","Laakeritie 9"," ","90630","Oulu"," ","Finland"," "," "," ","https://mitta.fi/en/","https://edmo.seadatanet.org/report/5425","65.0403","25.5533"
"4998","Ifremer, Department of Physical Resources and Sea-Bed Ecosystems","Ifremer, Dpt Ressources Physiques et Ecosyst�mes de Fond de Mer","Ifremer REM","Centre de BretagneZI Pointe du diableCS10070"," ","29280","Plouzane"," ","France"," "," "," "," ","https://edmo.seadatanet.org/report/4998","48.3594","-4.5588"
"5041","Villefranche Sea Institute","Institut de la Mer de Villefranche, FR 3761","IMEV","181 chemin du Lazaret"," ","06230","Villefranche-sur-Mer"," ","France"," "," "," ","https://www.imev-mer.fr/web/","https://edmo.seadatanet.org/report/5041","43.6962","7.3067"
"5085","Surfrider Foundation Europe"," "," ","33 All�e du Moura, 64200 Biarritz, France"," "," ","Biarritz"," ","France"," "," "," ","https://surfrider.eu/en/organization/","https://edmo.seadatanet.org/report/5085","43.461","-1.5414"
"5115","Banyuls Observation Sea Service","Service d'Observation de l'Observatoire de Banyuls Sur Mer, Observatoire Oc�anologique de Banyuls sur mer, FR3724","BOSS","1 avenue Pierre Favre"," ","66650","BANYULS-SUR-MER"," ","France"," ","33 (0)4 68 88 73 01","33 (0)4 68 88 73 98","http://sooob.obs-banyuls.fr/fr/index.html","https://edmo.seadatanet.org/report/5115","42.4803","3.1363"
"5146","Ocean Geosciences Laboratory","Universit� de Bretagne-Sud, Laboratoire G�osciences Oc�an"," ","Universit� de Bretagne SudRue andr� Lwoff"," ","56017","Vannes"," ","France"," "," "," ","https://www.univ-ubs.fr/fr/recherche/strategie/laboratoires/laboratoire-geosciences-ocean-lgo.html","https://edmo.seadatanet.org/report/5146","47.6463","-2.7461"
"5241","ALSEAMAR","ALSEAMAR","ALSEAMAR","60 avenue Olivier Perroy"," ","13790","ROUSSET"," ","France"," ","+33 (0)4 42 61 64 80"," ","https://www.alseamar-alcen.com/","https://edmo.seadatanet.org/report/5241","43.4685","5.61271"
"5250","Clermont Auvergne University","Universit� de Clermont-Ferrand, Universit� de Clermont Auvergne  ","UCA","34 avenue Carnot"," ","63006","CLERMONT-FERRAND"," ","France"," ","+33(0)4 73.40.63.63"," ","https://www.uca.fr/","https://edmo.seadatanet.org/report/5250","45.7747","3.0918"
"5293","Andromede","Andromede Oc�anologie"," ","7 Place CassanCarnon Plage"," ","34130","Mauguio"," ","France"," ","04 67 66 32 48"," ","https://www.andromede-ocean.com/","https://edmo.seadatanet.org/report/5293","43.5433","3.975"
"5296","Environment Resources Laboratory Arcachon","Ifremer, Laboratoire Environnement Ressources D'Arcachon","LERAR","Station Ifremer d'ArcachonQuai du Cdt Silhouette"," ","33120","Arcachon"," ","France"," "," "," ","https://wwz.ifremer.fr/laboratoire_arcachon/","https://edmo.seadatanet.org/report/5296","44.6572","-1.1441"
"5297","Laboratory of Ecophysiology and Biotechnology of Halophytes and Marine Algae","Universit� de Bretagne Occidentale (UBO), Laboratoire d'�cophysiologie et de Biotechnologie des Halophytes et Algues Marines","LEBHAM","Place Nicolas CopernicTechnop�le Brest-Iroise"," ","29280","Plouzan�"," ","France"," "," "," "," ","https://edmo.seadatanet.org/report/5297"," "," "
"5299","P2a Design Office","P2a Developpement"," ","12 bis rue des Mimosas"," ","34750","Villeneuve-l�s-Maguelone"," ","France","contact@p2adev.com"," "," ","http://www.p2adev.com/index.html","https://edmo.seadatanet.org/report/5299","43.5285","3.8603"
"5300","Camargue National Reserve","Soci�t� Nationale de Protection de la Nature, R�serve Nationale de Camargue"," ","La Capeli�reC134 de Fi�louse"," ","13200","Arles"," ","France"," ","+33 (0)4 90 97 00 97"," ","https://www.snpn.com/reservedecamargue/","https://edmo.seadatanet.org/report/5300","43.5349","4.6426"
"5306","Centre for the Study and Valorisation of Algae","Centre d'�tude et de Valorisation des Algues","CEVA","Presqu'�le de Pen Lan"," ","22610","Pleubian"," ","France"," "," "," ","https://www.ceva-algues.com/","https://edmo.seadatanet.org/report/5306","48.8637","-3.08618"
"5402","Ifremer, Finist�re-North Brittany Environment and Resources Laboratory","Ifremer, Laboratoire Environnement Ressources Finist�re-Bretagne Nord","DINARD","Station Ifremer de Dinard - CRESCO38 rue du Port-BlancBP 70134"," ","35801","Dinard Cedex"," ","France"," "," "," ","https://wwz.ifremer.fr/bretagne_nord/","https://edmo.seadatanet.org/report/5402","48.6357","-2.07551"
"5509","Geo-Ocean - UMR 6538","Geo-Ocean - UMR 6538"," ","IFREMER - Technop�le Brest-IroiseIUEM - Rue Dumont d�Urville"," ","29280","Plouzan�"," ","France"," "," "," ","https://www.geo-ocean.fr/","https://edmo.seadatanet.org/report/5509","48.3604","-4.5714"
"5585","Thau Basin Permanent Centre for Environmental Initiatives","Centre Permanent d'Initiatives pour l'Environnement du Bassin de Thau","CPIE Bassin de Thau","60 boulevard Victor Hugo"," ","34110","Frontignan"," ","France","info@cpiebassindethau.fr"," "," ","https://www.cpiebassindethau.fr","https://edmo.seadatanet.org/report/5585","43.4462","3.75376"
"5586","Camargue Regional Nature Park","Parc Naturel R�gional de Camargue","PNR Camargue","Mas du pont de Rousty, RD 570"," ","13200","Arles"," ","France","secretariat@parc-camargue.fr"," "," ","http://www.parc-camargue.fr","https://edmo.seadatanet.org/report/5586","43.6242","4.52866"
"5587","Explore & Preserve"," "," ","220 rue Saint-Nicolas, Les vieux Salins"," ","83400","Hy�res"," ","France","explorepreserve@gmail.com"," "," ","https://www.facebook.com/explorepreserve","https://edmo.seadatanet.org/report/5587","43.1176","6.19885"
"5588","Marineland association"," "," ","306 avenue Mozart"," ","6600","Antibes"," ","France","contact@marineland.fr"," "," ","https://www.marineland.fr","https://edmo.seadatanet.org/report/5588","43.6128","7.12422"
"5589","Marine Natural Park of Cape Corsica and Agriate","Parc Naturel Marin du Cap Corse et Agriate","PNM CCA","R�sidence 5�me Avenue, rue Paratojo"," ","20200","Bastia"," ","France"," "," "," ","https://parc-marin-cap-corse-agriate.fr/","https://edmo.seadatanet.org/report/5589","42.7047","9.43927"
"5590","Bastia Golo Mediterranea Permanent Centre for Environmental Initiatives","Centre Permanent d'Initiatives pour l'Environnement, Bastia Golo M�diterran�e","CPIE Bastia Golo M�diterran�e","Provence Logis de Montesoro - B�t. I 45 - BP 154"," ","20200","Bastia"," ","France","info@cpiebastia.org"," "," ","https://www.umarinu.com/","https://edmo.seadatanet.org/report/5590","42.6749","9.43785"
"5701","Picardy Estuaries And Opal Sea Marine Park","Office Fran�ais Pour La Biodiversit� / Parc Naturel Marin Des Estuaires Picards Et De La Mer D'Opale","PNM EPMO","Chemin de la WarenneEcault"," ","62360","Saint-Etienne-au-Mont"," ","France"," "," "," ","https://parc-marin-epmo.fr/","https://edmo.seadatanet.org/report/5701","50.6617","1.5865"
"5720","Department Of Science And Technology - Life Sciences","Universit� De Mayotte / D�partement De Sciences Et Technologies - Sciences De La Vie"," ","Centre universitaire de Mayotte8 rue de l'Universit�Iloni - BP 53"," ","97660","Dembeni"," ","France"," ","02 69 61 07 62"," ","https://www.univ-mayotte.fr/fr/recherche/departement-sciences-et-technologies.html","https://edmo.seadatanet.org/report/5720","-12.8455","45.1904"
"5747","University Of Caen","Laboratoire Universitaire Des Sciences Appliqu�es De Cherbourg - Ea 4253","Lusac","Lusac - Site de Cherbourg60 rue Max-Pol Fouchet"," ","50130","Cherbourg-en-Cotentin"," ","France"," "," "," ","http://lusac.unicaen.fr/thematiques/","https://edmo.seadatanet.org/report/5747","49.6334","-1.65219"
"5967","Marine Natural Park Of Gironde Estuary And Pertuis Sea","Office Fran�ais Pour La Biodiversit� / Parc Naturel Marin Estuaire De La Gironde Et De La Mer Des Pertuis"," ","93 rue de la R�publique"," ","17300","Rochefort"," ","France","parcmarin-girondepertuis@ofb.gouv.fr"," "," ","https://parc-marin-gironde-pertuis.fr/","https://edmo.seadatanet.org/report/5967","45.9385","-0.9608"
"5968","Natural Reserve Of Moeze-Oleron","R�serves Naturelles De France / R�serve Naturelle De Mo�ze-Ol�ron"," ","Route de plaisance"," ","17780","Saint-Froult"," ","France"," ","+33(0)7 68 24 70 23"," ","https://www.reserve-moeze-oleron.fr/","https://edmo.seadatanet.org/report/5968","45.9147","-1.065"
"5969","Natural Reserve Of Talbert Sillon","R�serves Naturelles De France / R�serve Naturelle Du Sillon De Talbert"," ","48 rue du Sillon de Talbert"," ","22610","Pleubian"," ","France","maison.sillon@mairie-pleubian.fr","+33(0)2 96 16 54 67"," ","https://www.reserve-sillondetalbert.bzh/","https://edmo.seadatanet.org/report/5969","48.8663","-3.1019"
"5970","Veolia","Veolia / Veolia"," ","Veolia Eau CGE - R�gion Centre Ouest 6 rue Nathalie Sarraute TSA 20527"," ","44205","Nantes Cedex 2"," ","France"," ","+33(0)3 21 32 13 74"," ","https://www.service.eau.veolia.fr/home.html","https://edmo.seadatanet.org/report/5970","47.324","-2.4062"
"5971","Eden 62","Syndicat Mixte / Eden 62"," ","2 rue ClaudeBP 113"," ","62240","Desvres"," ","France","contact@eden62.fr","+33(0)3 21 32 13 74"," ","https://eden62.fr/","https://edmo.seadatanet.org/report/5971","50.6678","1.84"
